"","Gene.Description","Gene.Accession.Number","index","num_cor","a_num_cor","cat_cor","a_cat_cor","tot_cor"
"1245","GBE1 Glucan (1;4-alpha-); branching enzyme 1 (glycogen branching enzyme; Andersen disease; glycogen storage disease type IV)","L07956_at",1245,0.475656466139239,0.475656466139239,0.457587271836636,0.457587271836636,0.933243737975876
"3416","VHL binding protein-1 (VBP-1) mRNA; partial cds","U56833_at",3416,0.413918686652547,0.413918686652547,0.519269537883926,0.519269537883926,0.933188224536473
"3660","PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT","U72342_at",3660,0.523702970316255,0.523702970316255,0.409189769466769,0.409189769466769,0.932892739783023
"1592","Transcription factor NFATx mRNA","L41067_at",1592,0.443233107763429,0.443233107763429,0.489317228945049,0.489317228945049,0.932550336708478
"5290","MYC V-myc avian myelocytomatosis viral oncogene homolog","L00058_at",5290,0.332342095974221,0.332342095974221,0.600145877475002,0.600145877475002,0.932487973449223
"6623","X-LINKED HELICASE II","U72936_s_at",6623,0.401164865078837,0.401164865078837,0.531257099494696,0.531257099494696,0.932421964573533
"3012","PGD Phosphogluconate dehydrogenase","U30255_at",3012,-0.51896893664017,0.51896893664017,-0.411322765662722,0.411322765662722,0.930291702302892
"3525","RNA-binding protein CUG-BP/hNab50 (NAB50) mRNA","U63289_at",3525,-0.560741487156674,0.560741487156674,-0.369274472937998,0.369274472937998,0.930015960094672
"6167","TCRA T cell receptor alpha-chain","M12959_s_at",6167,0.418281264245088,0.418281264245088,0.511574030791943,0.511574030791943,0.929855295037031
"6472","Thymopoietin (TMPO) gene","U18271_cds3_s_at",6472,0.428753815094802,0.428753815094802,0.500439305238017,0.500439305238017,0.929193120332819
"3038","Transcriptional regulator homolog RPD3 mRNA","U31814_at",3038,0.417181427838805,0.417181427838805,0.511574030791943,0.511574030791943,0.928755458630748
"6362","EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1","M75715_s_at",6362,-0.641850216808122,0.641850216808122,-0.286024333288677,0.286024333288677,0.927874550096799
"4004","Dihydropyrimidinase related protein-2","U97105_at",4004,0.42727833397354,0.42727833397354,0.500439305238017,0.500439305238017,0.927717639211557
"229","KIAA0102 gene","D14658_at",229,0.467264069428827,0.467264069428827,0.458682472293863,0.458682472293863,0.92594654172269
"4153","HISTONE H2A.X","X14850_at",4153,0.480095808783614,0.480095808783614,0.44511307522758,0.44511307522758,0.925208884011194
"7128","GB DEF = Glycophorin Sta (type A) exons 3 and 4; partial","M71243_f_at",7128,-0.568214615257072,0.568214615257072,-0.356216609988553,0.356216609988553,0.924431225245624
"2349","GB DEF = Kazal-type serine proteinase (HUSI-II) gene","M91438_at",2349,-0.464904956199694,0.464904956199694,-0.457587271836636,0.457587271836636,0.92249222803633
"695","KIAA0239 gene; partial cds","D87076_at",695,0.520885486991226,0.520885486991226,0.401057986089924,0.401057986089924,0.92194347308115
"1010","Glucocorticoid Receptor; Beta","HG4582-HT4987_at",1010,0.377364258104548,0.377364258104548,0.544331053951817,0.544331053951817,0.921695312056365
"6104","GB DEF = GPSAT=glycophorin SAT [human; peripheral bloods; mRNA Partial; 407 nt]","S77893_s_at",6104,-0.481351134031572,0.481351134031572,-0.43817897740905,0.43817897740905,0.919530111440622
"6345","GLUL Glutamate-ammonia ligase (glutamine synthase)","M63438_s_at",6345,-0.457255759629282,0.457255759629282,-0.460273670604622,0.460273670604622,0.917529430233903
"2537","IEX-1","S81914_at",2537,-0.478937870988359,0.478937870988359,-0.43817897740905,0.43817897740905,0.917116848397409
"5900","Rhesus (Rh) Blood Group System Ce-Antigenl; Alt. Splice 3; Rhviii","HG627-HT5098_s_at",5900,-0.494952887837938,0.494952887837938,-0.421269908684687,0.421269908684687,0.916222796522625
"6684","GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(3;4))","X83490_s_at",6684,-0.638077985601958,0.638077985601958,-0.277416792858826,0.277416792858826,0.915494778460785
"149","Clone 22 mRNA; alternative splice variant alpha-1","AF009426_at",149,0.559413257217263,0.559413257217263,0.35557950110938,0.35557950110938,0.914992758326642
"3119","PPP2R4 Protein phosphatase 2A; regulatory subunit B' alpha-1","U37352_at",3119,0.34950282347404,0.34950282347404,0.565031845056234,0.565031845056234,0.914534668530275
"3487","HU-K4 mRNA","U60644_at",3487,-0.454214916519523,0.454214916519523,-0.458682472293863,0.458682472293863,0.912897388813386
"1291","Tetracycline transporter-like protein mRNA","L11669_at",1291,-0.563144110995294,0.563144110995294,-0.349300916548018,0.349300916548018,0.912445027543312
"1817","ANPEP Alanyl (membrane) aminopeptidase (aminopeptidase N; aminopeptidase M; microsomal aminopeptidase; CD13)","M22324_at",1817,-0.600573948554968,0.600573948554968,-0.310828056783399,0.310828056783399,0.911402005338367
"6566","B4B","U43916_s_at",6566,-0.497114656077543,0.497114656077543,-0.413189555320239,0.413189555320239,0.910304211397782
"5772","C-myb gene extracted from Human (c-myb) gene; complete primary cds; and five complete alternatively spliced cds","U22376_cds2_s_at",5772,0.652590114491079,0.652590114491079,0.257563713164464,0.257563713164464,0.910153827655543
"4117","CTSL Cathepsin L","X12451_at",4117,-0.466600536492756,0.466600536492756,-0.443364160019684,0.443364160019684,0.909964696512441
"2439","Calcineurin A catalytic subunit [human; testis; mRNA; 2134 nt]","S46622_at",2439,0.449230179422163,0.449230179422163,0.460693069530654,0.460693069530654,0.909923248952817
"5984","Keratin 10 type I intermediate filament (KRT10) mRNA","J04029_s_at",5984,0.413225321310211,0.413225321310211,0.492855621740843,0.492855621740843,0.906080943051054
"5062","MHC-encoded proteasome subunit gene LAMP7-E1 gene (proteasome subunit LMP7) extracted from H.sapiens gene for major histocompatibility complex encoded proteasome subunit LMP7","Z14982_rna1_at",5062,0.444118766659706,0.444118766659706,0.460273670604622,0.460273670604622,0.904392437264328
"2309","TRANSFORMATION-SENSITIVE PROTEIN IEF SSP 3521","M86752_at",2309,0.475124330149667,0.475124330149667,0.429217684132887,0.429217684132887,0.904342014282554
"2659","Orphan receptor mRNA; partial cds","U07132_at",2659,-0.599815621659446,0.599815621659446,-0.303223440383628,0.303223440383628,0.903039062043073
"1447","CDA Cytidine deaminase","L27943_at",1447,-0.444278406513211,0.444278406513211,-0.458682472293863,0.458682472293863,0.902960878807074
"6768","Butyrophilin (BTF4) mRNA","U90546_at",6768,0.414103008786726,0.414103008786726,0.487498021521785,0.487498021521785,0.90160103030851
"6797","LYZ Lysozyme","J03801_f_at",6797,-0.677278201695847,0.677278201695847,-0.218929859143062,0.218929859143062,0.896208060838909
"2945","PTH2 parathyroid hormone receptor mRNA","U25128_at",2945,-0.474542395473758,0.474542395473758,-0.421269908684687,0.421269908684687,0.895812304158445
"484","KIAA0122 gene; partial cds","D50912_at",484,0.439092688047511,0.439092688047511,0.456615802344805,0.456615802344805,0.895708490392316
"4549","REL V-rel avian reticuloendotheliosis viral oncogene homolog","X75042_at",4549,-0.625698947041174,0.625698947041174,-0.26984402819295,0.26984402819295,0.895542975234124
"872","Oncogene Tls/Chop; Fusion Activated","HG2724-HT2820_at",872,-0.513374172321958,0.513374172321958,-0.382046588729171,0.382046588729171,0.895420761051128
"6974","CD19 CD19 antigen","M28170_at",6974,0.551360567630785,0.551360567630785,0.343485422731874,0.343485422731874,0.894845990362659
"3692","ADP-ribosylation factor-like protein 4 mRNA","U73960_at",3692,-0.539106874497246,0.539106874497246,-0.35557950110938,0.35557950110938,0.894686375606626
"5970","PAI2 Plasminogen activator inhibitor; type II (arginine-serpin)","M31551_s_at",5970,-0.356385921004826,0.356385921004826,-0.537373290623879,0.537373290623879,0.893759211628704
"5009","GB DEF = SIRP-beta1","Y10376_at",5009,-0.418417332150888,0.418417332150888,-0.474835735248491,0.474835735248491,0.893253067399379
"3605","Lysophospholipase homolog (HU-K5) mRNA","U67963_at",3605,-0.680834197610574,0.680834197610574,-0.21180318913559,0.21180318913559,0.892637386746164
"1669","APOC2 Apolipoprotein C-II","M10612_at",1669,-0.449312596132984,0.449312596132984,-0.441909012184762,0.441909012184762,0.891221608317745
"5890","Dematin","HG4535-HT4940_s_at",5890,-0.604491926718853,0.604491926718853,-0.286024333288677,0.286024333288677,0.89051626000753
"3773","Clone 23733 mRNA","U79274_at",3773,0.393064175365155,0.393064175365155,0.495726915801051,0.495726915801051,0.888791091166206
"3096","Heterochromatin protein p25 mRNA","U35451_at",3096,0.506568103585624,0.506568103585624,0.382046588729171,0.382046588729171,0.888614692314794
"5463","ECP gene for eosinophil cationic protein","X55990_rna1_at",5463,-0.366801887510691,0.366801887510691,-0.521268628846103,0.521268628846103,0.888070516356794
"900","Phosphatidylinositol 3-Kinase P110; Beta Isoform","HG3254-HT3431_at",900,-0.48825549973641,0.48825549973641,-0.398976053125146,0.398976053125146,0.887231552861556
"1256","ATP6A1 ATPase; H+ transporting; lysosomal (vacuolar proton pump); alpha polypeptide; 70kD; isoform 1","L09235_at",1256,-0.525237917767542,0.525237917767542,-0.361725806247892,0.361725806247892,0.886963724015434
"3710","No cluster in current Unigene and no Genbank entry for U77396 (qualifier U77396_at)","U77396_at",3710,-0.575788946178489,0.575788946178489,-0.311157068083001,0.311157068083001,0.88694601426149
"4366","ARHG Ras homolog gene family; member G (rho G)","X61587_at",4366,-0.609013354973396,0.609013354973396,-0.277100075556503,0.277100075556503,0.886113430529899
"48","AFFX-HUMTFRR/M11507_5_at (endogenous control)","AFFX-HUMTFRR/M11507_5_at",48,-0.560387836842106,0.560387836842106,-0.323300162478946,0.323300162478946,0.883687999321052
"3430","GB DEF = Jumonji putative protein (jumonji) mRNA","U57592_at",3430,-0.51019162066423,0.51019162066423,-0.3731043870706,0.3731043870706,0.88329600773483
"2254","ADH5 Alcohol dehydrogenase 5 chi subunit (class III)","M81118_at",2254,0.424448439873805,0.424448439873805,0.457587271836636,0.457587271836636,0.882035711710441
"5841","Gtp Cyclohydrolase I; Alt. Splice 1","HG3417-HT3600_s_at",5841,-0.37940539298696,0.37940539298696,-0.502470302413994,0.502470302413994,0.881875695400954
"2363","LEUKOCYTE ELASTASE INHIBITOR","M93056_at",2363,-0.5247357621042,0.5247357621042,-0.35557950110938,0.35557950110938,0.88031526321358
"6185","SELL Leukocyte adhesion protein beta subunit","X64072_s_at",6185,-0.630594717669246,0.630594717669246,-0.249675113572944,0.249675113572944,0.88026983124219
"1605","Splicing factor; arginine/serine-rich 7 (SFRS7) gene","L41887_rna1_at",1605,0.365851627582353,0.365851627582353,0.5134031531591,0.5134031531591,0.879254780741454
"3789","Clone 23589 mRNA sequence","U79297_at",3789,0.339758781160932,0.339758781160932,0.538707531193213,0.538707531193213,0.878466312354145
"3665","C2f mRNA","U72514_at",3665,0.389957446816451,0.389957446816451,0.487498021521785,0.487498021521785,0.877455468338235
"1796","APOC1 Apolipoprotein CI","M20902_at",1796,-0.516575174352871,0.516575174352871,-0.360138550467884,0.360138550467884,0.876713724820755
"1598","PCBD 6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)","L41559_at",1598,-0.5010761070113,0.5010761070113,-0.37551464967743,0.37551464967743,0.87659075668873
"2883","GCH1 GTP cyclohydrolase 1 (dopa-responsive dystonia) {alternative products}","U19523_at",2883,-0.441315394571903,0.441315394571903,-0.434237202439217,0.434237202439217,0.875552597011121
"2793","Paxillin mRNA","U14588_at",2793,-0.466213895792607,0.466213895792607,-0.409189769466769,0.409189769466769,0.875403665259376
"1906","SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT; BETA ISOFORM","M29551_at",1906,0.516748423165013,0.516748423165013,0.357567228836812,0.357567228836812,0.874315652001826
"6800","GB DEF = Retinoblastoma susceptibility protein (RB1) L486W 4 bp deletion mutant (resulting in premature stop at amino acid 490) gene; exon 16 (L11910 bases 76983-77136)","L49219_f_at",6800,0.543928518649931,0.543928518649931,0.329608821648696,0.329608821648696,0.873537340298627
"3422","Small GTP-binding protein mRNA","U57094_at",3422,-0.490239347539826,0.490239347539826,-0.382552478833719,0.382552478833719,0.872791826373545
"2356","B94 PROTEIN","M92357_at",2356,-0.462359661107438,0.462359661107438,-0.409189769466769,0.409189769466769,0.871549430574207
"5121","XK mRNA for membrane transport protein","Z32684_at",5121,-0.42634519333317,0.42634519333317,-0.44511307522758,0.44511307522758,0.87145826856075
"5882","Cathepsin B","HG417-HT417_s_at",5882,-0.548064387874644,0.548064387874644,-0.323300162478946,0.323300162478946,0.871364550353591
"4189","HOXB3 Homeo box B3","X16667_at",4189,-0.536995989293813,0.536995989293813,-0.334289037218887,0.334289037218887,0.8712850265127
"1227","HMGCL 3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)","L07033_at",1227,0.42792569739036,0.42792569739036,0.443061178657545,0.443061178657545,0.870986876047905
"4582","GLRX Glutaredoxin (thioltransferase)","X76648_at",4582,0.501151284822881,0.501151284822881,0.369274472937998,0.369274472937998,0.870425757760879
"6355","G0S2 gene extracted from Human GOS2 gene; 5' flank and cds","M72885_rna1_s_at",6355,-0.375395761209523,0.375395761209523,-0.492855621740843,0.492855621740843,0.868251382950367
"5241","FACL1 Long chain fatty acid acyl-coA ligase","D10040_at",5241,-0.507978374613996,0.507978374613996,-0.359313495334808,0.359313495334808,0.867291869948805
"5228","Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs","Z84721_cds1_at",5228,-0.497597312437125,0.497597312437125,-0.369274472937998,0.369274472937998,0.866871785375123
"922","Nuclear Factor Nf-Il6","HG3494-HT3688_at",922,-0.642248648465826,0.642248648465826,-0.224187052644795,0.224187052644795,0.866435701110621
"3972","MEN1 gene (menin) extracted from Human menin (MEN1) gene","U93237_rna2_at",3972,0.329194427777026,0.329194427777026,0.537138436270277,0.537138436270277,0.866332864047303
"1379","AHR AH-receptor","L19872_at",1379,-0.470394943428109,0.470394943428109,-0.395877130146776,0.395877130146776,0.866272073574885
"2759","Thrombospondin-p50 gene extracted from Human thrombospondin-1 gene; partial cds","U12471_cds1_at",2759,-0.694666537257582,0.694666537257582,-0.169731913790314,0.169731913790314,0.864398451047896
"65","VRK1","AB000449_at",65,0.388103729748363,0.388103729748363,0.474835735248491,0.474835735248491,0.862939464996854
"4740","218kD Mi-2 protein","X86691_at",4740,0.463573470196679,0.463573470196679,0.398976053125146,0.398976053125146,0.862549523321825
"5931","Ig alpha 2=immunoglobulin A heavy chain allotype 2 {constant region; germ line} [human; peripheral blood neutrophils; Genomic; 1799 nt]","S71043_rna1_s_at",5931,-0.420727043099018,0.420727043099018,-0.441632633842516,0.441632633842516,0.862359676941534
"2714","MAPKAP kinase (3pK) mRNA","U09578_at",2714,-0.361041423223533,0.361041423223533,-0.501221819206627,0.501221819206627,0.86226324243016
"6796","GYPB Glycophorin B","J02982_f_at",6796,-0.518648507851897,0.518648507851897,-0.34276215484394,0.34276215484394,0.861410662695838
"6021","FNTA Farnesyltransferase; CAAX box; alpha","L00634_s_at",6021,0.427129848721205,0.427129848721205,0.433629090391994,0.433629090391994,0.860758939113199
"4330","RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE M1 CHAIN","X59543_at",4330,0.454181711496929,0.454181711496929,0.406181197229962,0.406181197229962,0.860362908726891
"6196","PIM1 Pim-1 oncogene","M16750_s_at",6196,-0.530660431845411,0.530660431845411,-0.329608821648696,0.329608821648696,0.860269253494107
"5657","DAGK4 Diacylglycerol kinase delta","D63479_s_at",5657,0.369353817111345,0.369353817111345,0.487634211174852,0.487634211174852,0.856988028286197
"620","KIAA0191 gene; partial cds","D83776_at",620,0.393311087855818,0.393311087855818,0.463330865081919,0.463330865081919,0.856641952937737
"2979","DEAD box RNA helicase-like protein mRNA","U28042_at",2979,0.444210717140681,0.444210717140681,0.411322765662722,0.411322765662722,0.855533482803403
"4664","EMR1 Egf-like module containing; mucin-like; hormone receptor-like sequence 1","X81479_at",4664,-0.486168521219474,0.486168521219474,-0.369274472937998,0.369274472937998,0.855442994157473
"2196","POLYPOSIS LOCUS PROTEIN 1","M73547_at",2196,0.436074366998467,0.436074366998467,0.419247011559902,0.419247011559902,0.855321378558369
"6071","GB DEF = NF-kappa-B p65delta3 mRNA; spliced transcript lacking exons 6 and 7; partial cds","U33838_s_at",6071,-0.414754969309051,0.414754969309051,-0.440199228125206,0.440199228125206,0.854954197434257
"4264","TYK2 Protein-tyrosine kinase tyk2 (non-receptor)","X54637_at",4264,-0.472644874276318,0.472644874276318,-0.381448090180886,0.381448090180886,0.854092964457204
"2498","Protein kinase inhibitor [human; neuroblastoma cell line SH-SY-5Y; mRNA; 2147 nt]","S76965_at",2498,0.379194638905198,0.379194638905198,0.474348028143301,0.474348028143301,0.853542667048499
